或许,41.0,12.0
或许每个,0.0,0.0
的身上,5.0,0.0
都已,0.0,6.0
已不再,0.0,0.0
不再只是,0.0,0.0
只是某,0.0,0.0
某,13.0,0.0
某一种,0.0,0.0
一种血型,0.0,0.0
血型的,4.0,0.0
的特质,4.0,0.0
特质,8.0,0.0
特质，,0.0,0.0
而是在,1.0,1.0
在相互,0.0,0.0
相互,9.0,1.0
相互的,0.0,0.0
的交融,0.0,0.0
交融,0.0,0.0
交融、,0.0,0.0
激荡中,0.0,0.0
中发生,0.0,0.0
发生着,0.0,0.0
着嬗变,0.0,0.0
嬗变,0.0,0.0
嬗变。,0.0,0.0
。于是,17.0,13.0
于是，,10.0,1.0
，A型,1.0,0.0
A型,7.0,0.0
A型的,0.0,0.0
人可能,3.0,0.0
可能拥有,0.0,0.0
拥有了,2.0,0.0
了B型,0.0,0.0
B型,10.0,0.0
B型的,1.0,0.0
的某种,4.0,0.0
某种,10.0,1.0
某种特质,0.0,0.0
，B型,1.0,0.0
人慢慢,0.0,0.0
慢慢,58.0,11.0
慢慢也,1.0,0.0
也习得,0.0,0.0
习得,0.0,0.0
习得了,0.0,0.0
了A型,0.0,0.0
一些模式,0.0,0.0
模式。,2.0,1.0
毕竟血型,0.0,0.0
血型也,0.0,0.0
在不断,6.0,1.0
不断的,10.0,3.0
的进化,0.0,0.0
进化,1.0,0.0
进化中,0.0,0.0
，AB型,0.0,0.0
AB型,1.0,0.0
AB型不,0.0,0.0
不就是,9.0,4.0
就是晚于,0.0,0.0
晚于,0.0,0.0
晚于O,0.0,0.0
O、,0.0,0.0
、A,0.0,1.0
B新近,0.0,0.0
新近,0.0,0.0
新近出现,0.0,0.0
血型类型,0.0,0.0
类型,11.0,11.0
类型吗,0.0,0.0
？到,0.0,0.0
到新,3.0,0.0
新血型,0.0,0.0
血型再,0.0,0.0
再进化,0.0,0.0
进化出来,0.0,0.0
我们一定,4.0,7.0
一定还会,3.0,0.0
还会有,3.0,0.0
有更,16.0,2.0
更新型,0.0,0.0
新型,2.0,0.0
新型的,2.0,0.0
血型说明书,0.0,0.0
说明书。,0.0,1.0
START首先,11.0,10.0
首先,45.0,83.0
首先许多,1.0,0.0
许多人,6.0,0.0
说交通不便,1.0,0.0
交通不便,4.0,4.0
交通不便，,2.0,3.0
那诸位,1.0,0.0
诸位真是,1.0,0.0
真是坐惯,1.0,0.0
坐惯,1.0,0.0
坐惯地铁,1.0,0.0
地铁了,1.0,0.0
其实香港,1.0,0.0
香港还是,1.0,0.0
有很多,60.0,39.0
很多地方,14.0,2.0
地方并,1.0,0.0
并不在,1.0,0.0
不在地铁站,1.0,0.0
地铁站15,1.0,0.0
的步行,2.0,1.0
步行范围,1.0,0.0
范围,14.0,9.0
范围内,3.0,0.0
内。,1.0,0.0
不过离上,1.0,0.0
离上,1.0,0.0
离上环,1.0,0.0
环,6.0,0.0
环地铁站,2.0,0.0
地铁站确实,1.0,0.0
确实有,11.0,6.0
有10,3.0,3.0
-15,3.0,0.0
步行路程,1.0,0.0
路程,8.0,6.0
路程，,2.0,2.0
去香港,15.0,8.0
香港天天,1.0,0.0
天天要,1.0,0.0
要在,5.0,9.0
在各种,3.0,0.0
各种商场,1.0,0.0
商场里,3.0,0.0
里走到,1.0,0.0
走到累个,1.0,0.0
累个,1.0,1.0
累个半死,1.0,1.0
半死,1.0,4.0
半死，,1.0,0.0
，回去,2.0,0.0
回去酒店,1.0,0.0
酒店还要,1.0,5.0
还要走,1.0,0.0
走10,1.0,3.0
10几分钟,1.0,1.0
几分钟确实,1.0,0.0
确实有点,4.0,11.0
有点崩溃,1.0,1.0
崩溃,5.0,10.0
崩溃，,1.0,2.0
不过，,34.0,17.0
不过！,1.0,0.0
有叮叮,2.0,0.0
叮叮,6.0,0.0
叮叮车,2.0,0.0
车和,1.0,0.0
和巴士,2.0,0.0
巴士,23.0,6.0
巴士可乘,1.0,0.0
可乘,1.0,2.0
可乘，,1.0,0.0
晚上接近,1.0,0.0
接近,20.0,11.0
接近12,1.0,0.0
12点,5.0,25.0
点都,3.0,1.0
都还有,1.0,0.0
还有，,10.0,12.0
坐在叮叮,1.0,0.0
叮叮车里,1.0,0.0
车里,6.0,0.0
车里晃荡,1.0,0.0
晃荡,2.0,1.0
晃荡晃荡,1.0,0.0
晃荡的,1.0,0.0
的驶向,1.0,0.0
驶向,1.0,0.0
驶向终点,1.0,0.0
终点,2.0,0.0
终点是,1.0,0.0
很有些,3.0,2.0
有些意思,1.0,0.0
意思的,1.0,2.0
不过要,4.0,5.0
要乘,1.0,0.0
乘,15.0,6.0
乘到,2.0,0.0
中环，,3.0,0.0
，铜锣湾,1.0,0.0
铜锣湾,7.0,1.0
铜锣湾的话,1.0,0.0
的话费时,1.0,0.0
费时,1.0,0.0
费时就,1.0,0.0
就有点,4.0,5.0
有点太长,1.0,1.0
所以早上,1.0,0.0
早上出门,1.0,1.0
出门之类,1.0,0.0
的还是,17.0,22.0
还是乘,1.0,0.0
乘巴士,1.0,2.0
巴士或,1.0,0.0
或乘,1.0,0.0
乘叮叮,1.0,0.0
叮叮车到,1.0,0.0
车到,1.0,3.0
车到上,1.0,0.0
上环,5.0,0.0
地铁站为佳,1.0,0.0
为佳,1.0,0.0
为佳。,1.0,0.0
 旁边,3.0,0.0
旁边有,7.0,3.0
很多小,1.0,0.0
小餐馆,1.0,1.0
餐馆,11.0,7.0
餐馆，,5.0,1.0
在其中,8.0,0.0
其中几家,1.0,0.0
几家,11.0,2.0
几家吃,1.0,0.0
吃过,6.0,6.0
过早餐,1.0,2.0
，中,6.0,4.0
中西式,3.0,0.0
西式,11.0,5.0
西式兼有,1.0,0.0
兼有,1.0,0.0
兼有之,1.0,0.0
之，,2.0,2.0
，味道,23.0,8.0
味道还,4.0,2.0
而且价钱,3.0,3.0
价钱便宜,6.0,0.0
可以学众位,1.0,0.0
学众位,1.0,0.0
学众位街坊,1.0,0.0
街坊,1.0,0.0
街坊买张,1.0,0.0
买张,2.0,0.0
买张报纸,1.0,0.0
报纸去,1.0,0.0
看。,46.0,28.0
。附近,4.0,2.0
附近也,5.0,0.0
有那么,11.0,10.0
那么两家,1.0,0.0
两家,2.0,6.0
两家百佳,1.0,0.0
百佳,7.0,0.0
百佳和,1.0,0.0
和屈臣氏,1.0,0.0
屈臣氏,2.0,0.0
屈臣氏和,2.0,0.0
和便利店,1.0,0.0
便利店,7.0,0.0
便利店，,3.0,0.0
不过都,4.0,1.0
都很小,1.0,2.0
很小。,6.0,10.0
 至于,2.0,0.0
至于酒店,1.0,0.0
没有那么,12.0,1.0
运气被,1.0,0.0
被升级,2.0,0.0
到全,1.0,0.0
全,33.0,25.0
全海景房,1.0,0.0
不过半,1.0,0.0
半海景房,7.0,0.0
海景房已经,1.0,0.0
已经很,18.0,2.0
很让,20.0,7.0
我们满意,1.0,0.0
满意了,3.0,0.0
，有个,4.0,4.0
有个小,6.0,0.0
小冰箱,7.0,2.0
冰箱，,3.0,2.0
卫生间在,1.0,1.0
香港的,24.0,4.0
里已经,1.0,1.0
已经算,2.0,1.0
算豪华,2.0,0.0
海景无敌,1.0,0.0
无敌,15.0,1.0
无敌，,5.0,0.0
都想,9.0,4.0
想把,6.0,1.0
把玻璃,1.0,0.0
玻璃,10.0,27.0
玻璃敲碎,1.0,0.0
敲碎,1.0,0.0
敲碎来,1.0,0.0
来拍,1.0,0.0
拍,9.0,16.0
拍张照,1.0,0.0
张照,1.0,0.0
张照。,1.0,0.0
。床,4.0,5.0
床是,3.0,1.0
是两张,1.0,1.0
两张,10.0,13.0
两张单人床,2.0,0.0
单人床,7.0,1.0
单人床拼在一起,1.0,0.0
拼在一起,1.0,0.0
拼在一起。,1.0,0.0
电视没,1.0,0.0
几个频道,1.0,0.0
频道,7.0,3.0
频道，,1.0,1.0
影响，,10.0,7.0
那几天,4.0,0.0
几天有,1.0,1.0
有欧洲杯,1.0,0.0
欧洲杯,5.0,0.0
欧洲杯我,1.0,0.0
还只,1.0,4.0
只看上,1.0,0.0
看上,9.0,6.0
看上一眼,1.0,0.0
一眼,10.0,7.0
一眼就,3.0,0.0
就睡着,2.0,2.0
睡着,7.0,15.0
睡着了,4.0,6.0
服务的话,1.0,0.0
很彬彬有礼,1.0,0.0
彬彬有礼,4.0,0.0
彬彬有礼，,2.0,0.0
不过大堂,1.0,0.0
里所有,3.0,2.0
所有服务,2.0,1.0
的普通话,3.0,2.0
普通话,9.0,4.0
普通话讲,1.0,0.0
讲的,29.0,16.0
的都,48.0,40.0
没英文,1.0,0.0
英文好,1.0,0.0
，门童,7.0,4.0
门童,34.0,37.0
门童会,1.0,0.0
会主动,3.0,0.0
主动帮,4.0,1.0
帮你,9.0,6.0
拿行李,5.0,6.0
行李到,2.0,1.0
到大堂,4.0,3.0
大堂。,2.0,1.0
。有个,2.0,2.0
插曲就是,1.0,0.0
就是上去,1.0,0.0
上去,7.0,22.0
上去发现,1.0,0.0
发现门卡开,1.0,0.0
门卡开,1.0,2.0
门卡开不了,1.0,0.0
不了门,2.0,0.0
，遂,1.0,0.0
遂,1.0,1.0
遂下去,1.0,0.0
下去问,1.0,0.0
问。,2.0,0.0
问完换,1.0,0.0
完换,1.0,0.0
完换过卡,1.0,0.0
过卡,1.0,0.0
过卡上来,1.0,0.0
上来开门,1.0,0.0
开门一看,1.0,1.0
一看房里,1.0,0.0
房里,4.0,8.0
房里全是,1.0,0.0
全是,18.0,36.0
全是东西,1.0,0.0
只好又,2.0,1.0
又下去,1.0,0.0
下去。,11.0,6.0
。结果,5.0,39.0
结果发现,3.0,10.0
发现是,5.0,18.0
是写错,1.0,0.0
写错,3.0,4.0
写错房号,1.0,0.0
房号,1.0,12.0
房号了,1.0,2.0
，汗,4.0,8.0
汗,12.0,16.0
汗。,2.0,2.0
也如,2.0,0.0
如各位,1.0,0.0
各位所说,1.0,1.0
每天把,1.0,0.0
把手上,1.0,2.0
手上,9.0,6.0
手上会,1.0,0.0
会有,75.0,44.0
有明报,1.0,0.0
明报,1.0,0.0
明报不过,1.0,0.0
不过退房,1.0,0.0
退房那天,1.0,0.0
那天就,2.0,0.0
。真是,14.0,18.0
真是“,3.0,0.0
“让,2.0,0.0
人温暖,2.0,0.0
温暖,37.0,2.0
温暖”,1.0,0.0
的细节,15.0,1.0
细节啊,1.0,0.0
打扫的,4.0,6.0
，很赞,2.0,0.0
很赞，,5.0,0.0
我随手,2.0,0.0
随手乱放,1.0,0.0
乱放,1.0,1.0
乱放的,1.0,1.0
的贵重物品,1.0,0.0
贵重物品都,1.0,0.0
都摆,1.0,0.0
摆,4.0,6.0
摆得,1.0,0.0
得井井有条,1.0,0.0
井井有条,1.0,0.0
井井有条。,1.0,0.0
总之住,1.0,2.0
过之后,5.0,1.0
之后GF,1.0,0.0
GF,1.0,0.0
GF就,1.0,0.0
就号称,1.0,0.0
号称以后,1.0,0.0
以后来,4.0,0.0
来香港,5.0,0.0
香港就,1.0,0.0
就都,3.0,4.0
要住,5.0,9.0
这家了,3.0,6.0
。交通,14.0,4.0
交通虽然,1.0,0.0
虽然不便,1.0,0.0
不便，,4.0,3.0
其他方面,7.0,1.0
方面却,1.0,0.0
却可以,4.0,0.0
可以弥补,2.0,0.0
弥补。,1.0,0.0
配置强大,1.0,0.0
强大，,11.0,3.0
，发货,16.0,0.0
发货很快,4.0,0.0
，第一天,9.0,4.0
第一天下单,0.0,0.0
，爽,6.0,0.0
爽,22.0,2.0
爽！,4.0,1.0
START一年,1.0,0.0
一年,25.0,7.0
一年前,3.0,0.0
前我们,0.0,0.0
我们给,1.0,1.0
孩子6,0.0,0.0
6岁,13.0,2.0
岁的,38.0,19.0
儿子买,7.0,2.0
了卡梅,0.0,0.0
拉的,0.0,0.0
的第一部,1.0,0.0
第一部,9.0,4.0
第一部，,0.0,2.0
，孩子,62.0,16.0
孩子非常,3.0,0.0
，一便,0.0,0.0
一便,0.0,0.0
一便又,0.0,0.0
又一,1.0,0.0
便的,1.0,0.0
的看,18.0,10.0
，今年,3.0,0.0
今年,21.0,5.0
今年听说,0.0,0.0
听说,48.0,29.0
听说出版,0.0,0.0
出版,27.0,13.0
出版了,1.0,0.0
了第二辑,6.0,0.0
第二辑,12.0,0.0
第二辑就,0.0,0.0
到赶快,0.0,0.0
赶快,11.0,7.0
赶快买,3.0,0.0
儿子，,5.0,3.0
对儿子,3.0,0.0
儿子来说,1.0,0.0
来说其中,0.0,0.0
其中的,39.0,8.0
每一个,41.0,2.0
一个故事,12.0,1.0
故事都,14.0,6.0
都深深,0.0,0.0
的打动,1.0,0.0
打动,9.0,1.0
打动这,0.0,0.0
这他,0.0,0.0
他，,18.0,12.0
他爱,0.0,2.0
爱卡梅,0.0,0.0
卡梅拉中,0.0,0.0
拉中,0.0,0.0
拉中的,0.0,0.0
一个人物,0.0,1.0
人物，,14.0,3.0
故事。,23.0,9.0
。那,12.0,2.0
是真正,9.0,3.0
真正属于,0.0,0.0
属于孩子,0.0,0.0
的故事,110.0,34.0
。儿子,11.0,1.0
儿子有,0.0,0.0
一个每当,0.0,0.0
每当,5.0,0.0
每当遇到,0.0,0.0
遇到感觉,0.0,0.0
感觉乏味,0.0,0.0
乏味,2.0,11.0
乏味的,1.0,0.0
事情就,3.0,0.0
会说,2.0,5.0
：一定,0.0,0.0
一定有,3.0,1.0
有比,2.0,1.0
比这,5.0,13.0
这更,2.0,6.0
更好玩,1.0,0.0
的卡梅,0.0,0.0
拉给,0.0,0.0
孩子特别,1.0,0.0
是中国式,0.0,0.0
中国式,0.0,0.0
中国式教育,0.0,0.0
教育环境,1.0,0.0
环境下,1.0,3.0
孩子一个,1.0,0.0
一个新,3.0,0.0
的思维,6.0,4.0
思维,24.0,10.0
思维。,1.0,0.0
我们爱,0.0,0.0
拉！,1.0,2.0
START装,5.0,33.0
xp小,0.0,0.0
小郁闷,0.0,1.0
了一天,15.0,24.0
一天。,2.0,8.0
装之前,0.0,0.0
之前需要,0.0,0.0
需要先,0.0,1.0
先快速,0.0,0.0
快速,7.0,2.0
快速格盘,0.0,0.0
格盘,0.0,1.0
格盘，,0.0,0.0
然后观点,0.0,0.0
观点sata,0.0,0.0
sata就,0.0,0.0
START胡兰成,0.0,3.0
胡兰成这个,0.0,1.0
这个人,1.0,3.0
人如果,0.0,1.0
如果和,0.0,1.0
和文章,0.0,3.0
文章一样,0.0,1.0
一样让,2.0,1.0
就真不错,0.0,1.0
真不错,16.0,1.0
真不错了,1.0,1.0
。有人,4.0,2.0
有人说,12.0,6.0
说胡兰成,0.0,1.0
是无知,1.0,1.0
无知,6.0,1.0
无知的,3.0,1.0
的残忍,1.0,1.0
残忍,6.0,1.0
残忍，,1.0,1.0
像小孩,0.0,1.0
小孩不懂事,0.0,1.0
不懂事,0.0,1.0
不懂事，,0.0,1.0
随便毁坏,0.0,1.0
毁坏,0.0,2.0
毁坏一样,0.0,1.0
一样东西,1.0,3.0
在那边,0.0,3.0
那边,7.0,15.0
那边邀功请赏,0.0,1.0
邀功请赏,0.0,1.0
邀功请赏，,0.0,1.0
得到大家,0.0,1.0
大家的,16.0,12.0
的认同,0.0,1.0
认同，,5.0,1.0
别人最好,0.0,1.0
最好拍手,0.0,1.0
拍手,0.0,1.0
拍手鼓掌,0.0,1.0
鼓掌,6.0,1.0
鼓掌那,0.0,1.0
那自己,0.0,1.0
自己就,5.0,2.0
更问心无愧,0.0,1.0
问心无愧,0.0,2.0
问心无愧了,0.0,1.0
。为什么,3.0,5.0
为什么文和人,0.0,1.0
文和人,0.0,1.0
文和人不能,0.0,1.0
不能划等号,0.0,2.0
划等号,0.0,2.0
划等号呢,0.0,1.0
，搞不懂,0.0,1.0
搞不懂,4.0,12.0
搞不懂！,0.0,1.0
START作者,16.0,3.0
作者有,2.0,2.0
有明显,9.0,8.0
明显的,14.0,16.0
的自恋,0.0,1.0
自恋,1.0,1.0
自恋倾向,0.0,1.0
倾向，,0.0,1.0
只有有,1.0,1.0
有老公,0.0,1.0
老公,23.0,18.0
老公养,0.0,1.0
养,5.0,1.0
养不,0.0,1.0
不上班,0.0,3.0
上班的,1.0,2.0
的太太,0.0,1.0
太太们,0.0,2.0
们才能,0.0,1.0
才能像,0.0,1.0
像她,4.0,1.0
她那样,3.0,1.0
那样生活,0.0,1.0
很多方法,2.0,3.0
方法,79.0,39.0
方法都,2.0,2.0
不实用,3.0,21.0
还有抄袭,0.0,1.0
抄袭,1.0,3.0
抄袭嫌疑,0.0,1.0
嫌疑,4.0,16.0
嫌疑，,1.0,1.0
，没意思,0.0,4.0
没意思，,1.0,3.0
，没买,0.0,4.0
没买,3.0,6.0
没买的,0.0,3.0
的可以,10.0,11.0
可以省省,0.0,1.0
省省,0.0,1.0
省省了,0.0,1.0
START看到,14.0,24.0
看到这,25.0,6.0
套书的,17.0,13.0
立刻就,1.0,0.0
了购买,2.0,2.0
购买的,21.0,16.0
冲动，,4.0,2.0
因为这,10.0,1.0
这好像,0.0,1.0
好像就是,0.0,2.0
就是我,11.0,10.0
我童年,0.0,0.0
童年记忆里,0.0,0.0
记忆里,0.0,0.0
记忆里那套,0.0,0.0
那套,0.0,4.0
那套带给,0.0,0.0
带给我,6.0,3.0
我很多,2.0,1.0
很多快乐,1.0,0.0
快乐和,4.0,0.0
和疑问,0.0,0.0
疑问,4.0,8.0
疑问的,0.0,1.0
、让,4.0,0.0
我至今,1.0,0.0
至今难忘,0.0,0.0
难忘,8.0,2.0
难忘的,1.0,2.0
。一个个,1.0,0.0
一个个传说,0.0,0.0
传说,23.0,7.0
传说和,0.0,0.0
和故事,3.0,1.0
故事，,82.0,17.0
，自小,0.0,0.0
自小,1.0,0.0
自小就,0.0,0.0
的心里,9.0,3.0
心里扎下,0.0,0.0
扎下,0.0,0.0
扎下了,0.0,0.0
了根,8.0,6.0
根,12.0,7.0
根，,0.0,0.0
和那些,1.0,0.0
那些精美,0.0,0.0
精美,52.0,17.0
精美的,11.0,1.0
图画一起,0.0,0.0
一起。,10.0,1.0
虽然新版,0.0,0.0
新版,3.0,3.0
新版的,1.0,0.0
的图书,6.0,5.0
图书有点,0.0,0.0
贵，,14.0,20.0
还是毫不犹豫,0.0,0.0
毫不犹豫,14.0,1.0
毫不犹豫下,0.0,0.0
了单,0.0,0.0
单。,1.0,0.0
开心，,16.0,5.0
质量很,22.0,0.0
，翻看,0.0,1.0
翻看,16.0,13.0
翻看书页,0.0,0.0
书页,3.0,5.0
书页的,0.0,2.0
就像是,7.0,8.0
像是翻开,0.0,0.0
翻开了,3.0,0.0
了童年,3.0,0.0
童年的,4.0,0.0
的记忆,11.0,2.0
记忆,29.0,10.0
记忆，,5.0,5.0
，一个个,1.0,2.0
一个个故事,1.0,0.0
故事跃然纸上,0.0,0.0
跃然纸上,1.0,0.0
跃然纸上，,0.0,0.0
，收藏,1.0,2.0
收藏了,2.0,0.0
~留给,0.0,0.0
留给,6.0,6.0
留给我,1.0,0.0
孩子看,16.0,27.0
看！,3.0,5.0
一本针对,0.0,0.0
针对,17.0,23.0
针对青少年,0.0,0.0
青少年,8.0,0.0
青少年心理障碍,0.0,0.0
心理障碍,0.0,1.0
心理障碍而,0.0,0.0
而撰写,0.0,0.0
撰写,4.0,0.0
撰写的,1.0,0.0
的有关,1.0,2.0
有关心理咨询,0.0,0.0
心理咨询与,0.0,0.0
与治疗,0.0,0.0
治疗,3.0,2.0
治疗的,0.0,0.0
的理论,14.0,2.0
理论和,3.0,2.0
和实践,3.0,0.0
实践,23.0,2.0
实践的,2.0,0.0
的著作,9.0,0.0
著作,25.0,1.0
著作。,3.0,0.0
。提纲,0.0,0.0
提纲,0.0,0.0
提纲携,0.0,0.0
携,0.0,2.0
携领地,0.0,0.0
领地,0.0,0.0
领地介绍,0.0,0.0
介绍了,16.0,4.0
了青少年,0.0,0.0
青少年心理咨询,0.0,0.0
的特点,14.0,0.0
特点与,0.0,0.0
与技术,0.0,0.0
技术,12.0,10.0
技术；,0.0,0.0
；尤为,0.0,0.0
尤为,1.0,2.0
尤为精彩,0.0,0.0
是本书,2.0,1.0
本书涉及,0.0,0.0
涉及,22.0,6.0
涉及眼下,0.0,0.0
眼下,0.0,1.0
眼下青少年,0.0,0.0
青少年常见,0.0,0.0
网络成瘾,0.0,0.0
成瘾,0.0,0.0
成瘾问题,0.0,0.0
问题、,1.0,0.0
、进食,0.0,0.0
进食,0.0,0.0
进食障碍,0.0,0.0
障碍,3.0,0.0
障碍及,0.0,0.0
及亲子关系,0.0,0.0
亲子关系,0.0,0.0
亲子关系这样,0.0,0.0
这样一些,0.0,0.0
一些新颖,0.0,0.0
新颖,9.0,3.0
新颖内容,0.0,0.0
内容，,25.0,39.0
，别具一格,0.0,0.0
别具一格,0.0,0.0
别具一格。,0.0,0.0
，本书,12.0,4.0
本书中,24.0,1.0
中有些,2.0,0.0
有些章节,3.0,0.0
章节,19.0,8.0
章节堪称,0.0,0.0
堪称,8.0,2.0
堪称精华,0.0,0.0
精华,4.0,2.0
精华：,0.0,0.0
：如,0.0,2.0
如关于,0.0,0.0
关于家庭治疗,0.0,0.0
家庭治疗,1.0,0.0
家庭治疗的,0.0,0.0
的描述,12.0,8.0
描述和,2.0,1.0
和介绍,0.0,3.0
介绍，,19.0,4.0
，既,6.0,4.0
既,27.0,11.0
既详实,0.0,0.0
详实,3.0,0.0
详实具体,0.0,0.0
具体，,3.0,1.0
又言简意赅,0.0,0.0
言简意赅,0.0,0.0
言简意赅。,0.0,0.0
。总之,27.0,37.0
一本专业,0.0,0.0
专业从业人员,0.0,0.0
从业人员,0.0,0.0
从业人员可读性,0.0,0.0
可读性,9.0,6.0
可读性很强,0.0,0.0
很强,28.0,7.0
很强的,7.0,4.0
的读物,10.0,0.0
START纵观,0.0,1.0
纵观,0.0,1.0
纵观整部书,0.0,1.0
整部书,2.0,1.0
整部书（,0.0,1.0
（上下,0.0,1.0
上下两册,1.0,1.0
两册,3.0,1.0
两册）,0.0,1.0
从文字,3.0,1.0
到结构,0.0,1.0
结构,13.0,14.0
结构，,2.0,4.0
，人物,7.0,7.0
情节 ,0.0,1.0
没有一个,4.0,8.0
一个地方,5.0,6.0
是可取,0.0,1.0
可取,1.0,9.0
可取的,1.0,6.0
的虽然,1.0,1.0
虽然有过,0.0,1.0
有过,9.0,3.0
有过从业,0.0,1.0
从业,1.0,1.0
从业经验,0.0,1.0
经验 ,0.0,1.0
 但,20.0,23.0
但并,4.0,3.0
不是有过,0.0,1.0
有过类似,0.0,1.0
类似,31.0,29.0
类似的,12.0,7.0
的经历,34.0,24.0
经历就,2.0,3.0
可以写书,0.0,3.0
写书,6.0,8.0
写书的,1.0,2.0
文字的,10.0,8.0
东西 ,5.0,5.0
 需要,2.0,6.0
需要表达,0.0,1.0
表达,24.0,22.0
表达 ,0.0,1.0
需要雕琢,0.0,1.0
雕琢,2.0,1.0
雕琢很,0.0,1.0
失望的,3.0,17.0
本书END,3.0,6.0
做工扎实,3.0,0.0
扎实,11.0,1.0
扎实，,2.0,0.0
，按键,7.0,3.0
按键设计,0.0,1.0
设计很,14.0,5.0
很人性化,5.0,0.0
人性化,39.0,17.0
人性化，,11.0,6.0
，带有,2.0,0.0
带有,9.0,4.0
带有正版,0.0,0.0
正版,34.0,22.0
正版系统,2.0,3.0
系统让,0.0,0.0
让人用,0.0,0.0
人用着,0.0,0.0
有点名正言顺,0.0,0.0
名正言顺,0.0,0.0
名正言顺的,0.0,0.0
。完美,3.0,0.0
像镜面,0.0,0.0
镜面,11.0,21.0
镜面屏,2.0,4.0
屏。,11.0,1.0
。这款,12.0,2.0
这款是,5.0,1.0
是带有,0.0,0.0
带有麦克风,0.0,0.0
麦克风的,0.0,0.0
好像参数,0.0,0.0
参数,2.0,3.0
参数里,0.0,0.0
里没,0.0,1.0
没写,1.0,5.0
写，,11.0,2.0
有点惊喜,0.0,0.0
。解压,0.0,0.0
解压,0.0,0.0
解压系统,0.0,0.0
系统很快,0.0,0.0
，加装,2.0,0.0
加装,5.0,3.0
加装内存,1.0,0.0
内存也,1.0,5.0
，拆,0.0,1.0
两个螺丝,0.0,0.0
螺丝,2.0,11.0
螺丝抠,0.0,0.0
抠,0.0,0.0
抠下,0.0,0.0
下后盖,0.0,0.0
后盖,2.0,4.0
后盖就,0.0,0.0
可以插,0.0,0.0
插了,0.0,1.0
说明书里,0.0,0.0
有图解,0.0,0.0
图解,0.0,0.0
图解。,0.0,0.0
。赞,7.0,0.0
一下京东,0.0,0.0
京东送到,0.0,0.0
送到,43.0,39.0
送到赠品,0.0,0.0
赠品,15.0,20.0
赠品：,0.0,0.0
：thinkpad,0.0,0.0
thinkpad,28.0,14.0
thinkpad原装,0.0,0.0
原装包包,1.0,0.0
包包我超,0.0,0.0
我超,0.0,0.0
我超喜欢,0.0,0.0
第一次拥有,0.0,0.0
拥有这么,0.0,0.0
这么设计,0.0,1.0
设计人性化,0.0,0.0
人性化的,6.0,0.0
的包包,7.0,1.0
包包；,0.0,0.0
；三星,0.0,0.0
三星内存条,0.0,0.0
内存条,17.0,10.0
内存条1G,0.0,0.0
容易安装,0.0,0.0
了本本,0.0,0.0
本本内存,0.0,0.0
内存小,2.0,13.0
的缺陷,0.0,1.0
缺陷；,0.0,1.0
；thinkpad,0.0,0.0
thinkpad小黑,0.0,0.0
小黑鼠标,0.0,0.0
鼠标，,10.0,21.0
，好用,1.0,0.0
好用,35.0,7.0
好用可爱,0.0,0.0
可爱；,0.0,0.0
；END,8.0,9.0
，同事,13.0,8.0
同事买,10.0,2.0
然后我,3.0,8.0
觉得相当,1.0,1.0
我老婆,2.0,2.0
老婆,20.0,11.0
老婆买,2.0,0.0
老婆相当,0.0,0.0
的喜欢,14.0,2.0
喜欢这款,0.0,0.0
这款机子,1.0,3.0
机子。,0.0,1.0
.散热,12.0,1.0
散热性能,2.0,0.0
性能较,1.0,0.0
较好,32.0,7.0
.多媒体,1.0,0.0
多媒体,4.0,0.0
多媒体触摸,1.0,0.0
触摸,14.0,7.0
触摸按钮,1.0,1.0
按钮,2.0,13.0
按钮很,1.0,0.0
有新意,1.0,0.0
新意，,1.0,7.0
方便操作,1.0,0.0
操作 ,3.0,2.0
触摸板灵敏,1.0,0.0
灵敏,3.0,5.0
灵敏，,2.0,1.0
好用 ,1.0,0.0
 4.5,0.0,0.0
4.5,3.0,1.0
4.51,0.0,0.0
12M,0.0,0.0
2M,6.0,1.0
2M显存,0.0,0.0
显存,16.0,5.0
显存对外,0.0,0.0
对外接大,0.0,0.0
接大,0.0,0.0
接大显示器,0.0,0.0
显示器/,0.0,0.0
/高清,0.0,0.0
高清电视,0.0,0.0
电视有,0.0,3.0
有很大,35.0,14.0
很大的,46.0,31.0
帮助 ,1.0,0.0
.预装,0.0,2.0
预装Linux,0.0,2.0
，实惠,2.0,0.0
实惠 ,2.0,0.0
6.,3.0,9.0
.京东,5.0,2.0
京东速度快,0.0,0.0
信赖END,0.0,0.0
START整个,2.0,1.0
整个酒店,6.0,10.0
比较老款,1.0,0.0
老款，,1.0,0.0
客房设计,1.0,0.0
设计非常,7.0,4.0
非常摩登,1.0,0.0
摩登,1.0,0.0
摩登洁净,1.0,0.0
洁净,5.0,2.0
洁净，,1.0,0.0
除了面积,1.0,2.0
面积,30.0,25.0
面积比较,4.0,0.0
小（,8.0,3.0
（不管,1.0,0.0
是行政,12.0,1.0
行政,52.0,47.0
行政楼层,18.0,5.0
楼层还是,1.0,0.0
还是一般,2.0,0.0
一般楼层,1.0,0.0
楼层，,11.0,14.0
似乎都,6.0,0.0
是一样,15.0,11.0
的大小,8.0,3.0
大小,44.0,21.0
大小）,1.0,0.0
其他均,1.0,0.0
均满意,1.0,0.0
STARTVISTA,0.0,10.0
VISTA用,1.0,4.0
起来不,4.0,5.0
速度慢，,0.0,4.0
